Date,Manual_EQ_1+2,Manual_EQ_3,Auto_EQ_1,Auto_EQ_2,Auto_IQ_1,Auto_IQ_2,Auto_Pass_1,Auto_Pass_2,EQ_1_Occ,EQ_2_Occ,IQ_1_Occ,IQ_2_Occ,Pass_Occ_1,Pass_Occ_2,Meter_rate_vpm,Queue size,Vehicles on ramp,Total on ramp,Flow out,Flow on
8/19/2020 17:35,0,3,0,0,0,3,4,5,0,0,0,3,10,10,7.5,,,,3,3
8/19/2020 17:36,2,1,2,3,3,8,5,4,2,2,2,7,10,11,7.5,,,,3,3
8/19/2020 17:37,0,9,0,0,0,2,4,5,0,0,0,1,11,25,7.5,,,,9,9
8/19/2020 17:38,8,2,1,1,1,3,3,3,1,0,0,1,8,42,7.5,,,,10,10
8/19/2020 17:39,0,4,0,0,0,7,3,5,0,0,0,6,7,16,7.5,,,,4,4
8/19/2020 17:40,3,2,3,5,3,7,6,4,2,4,2,5,18,13,7.5,,,,5,5
8/19/2020 17:41,0,2,0,0,0,4,4,3,0,0,0,3,9,9,7.5,,,,2,2
8/19/2020 17:42,6,5,2,1,3,2,4,3,2,1,1,1,3,8,7.5,,,,11,11
8/19/2020 17:43,0,7,2,2,1,6,2,2,1,1,0,4,2,3,7.5,,,,7,7
8/19/2020 17:44,7,1,1,1,2,4,7,3,1,1,1,3,13,9,7.5,,,,8,8
8/19/2020 17:45,7,4,3,4,3,11,6,4,2,4,2,9,10,8,7.5,,,,11,11
8/19/2020 17:46,0,3,0,0,0,2,4,6,0,0,0,2,8,12,7.5,,,,3,3
8/19/2020 17:47,8,9,6,2,6,7,7,5,5,3,6,6,17,20,13.33333333,,,,17,17
8/19/2020 17:48,0,4,0,0,0,4,2,7,0,0,0,3,3,9,13.33333333,,,,4,4
8/19/2020 17:49,5,4,3,4,4,11,6,5,2,4,2,10,10,15,10,,,,9,9
8/19/2020 17:50,0,6,4,1,4,5,4,6,3,0,3,4,9,13,7.5,,,,6,6
8/19/2020 17:51,4,5,0,0,1,3,5,3,0,0,0,1,12,19,7.5,,,,9,9
8/19/2020 17:52,4,4,3,1,3,8,5,7,2,0,2,6,8,25,7.5,,,,8,8
8/19/2020 17:53,1,3,0,0,0,4,5,6,0,0,0,2,8,11,7.5,,,,4,4
8/19/2020 17:54,8,5,2,2,2,5,4,6,1,2,1,3,7,29,8.333333333,,,,13,13
8/19/2020 17:55,1,4,4,3,3,6,2,3,4,3,2,4,5,17,7.5,,,,5,5
8/19/2020 17:56,0,4,2,0,3,9,5,4,1,0,3,8,9,10,7.5,,,,4,4
8/19/2020 17:57,4,3,0,1,0,2,3,5,0,1,0,1,8,7,7.5,,,,7,7
8/19/2020 17:58,4,8,1,3,2,6,4,7,1,2,1,3,18,14,10,,,,12,12
8/19/2020 17:59,0,1,0,0,0,5,4,4,0,0,0,3,7,4,7.5,,,,1,1
8/19/2020 18:00,8,7,2,1,2,7,2,7,3,1,3,5,3,15,7.5,,,,15,15
8/19/2020 18:01,0,7,0,0,0,2,3,4,0,0,0,1,7,11,7.5,,,,7,7
8/19/2020 18:02,7,1,5,3,6,11,5,6,4,2,5,9,8,6,8.333333333,,,,8,8
8/19/2020 18:03,4,4,3,4,3,10,6,4,2,3,2,9,40,9,8.333333333,,,,8,8
8/19/2020 18:04,0,6,0,0,0,1,5,5,0,0,0,1,9,9,8.333333333,,,,6,6
8/19/2020 18:05,4,4,3,1,3,5,9,9,2,1,2,6,18,15,8.333333333,,,,8,8
8/19/2020 18:06,3,5,3,2,3,6,3,3,2,1,1,4,6,3,8.333333333,,,,8,8
8/19/2020 18:07,0,1,0,0,0,6,3,5,0,0,0,5,6,18,8.333333333,,,,1,1
8/19/2020 18:08,10,5,1,2,2,5,3,4,0,1,1,3,5,5,7.5,,,,15,15
8/19/2020 18:09,0,5,0,0,0,3,0,4,0,0,0,2,0,6,8.333333333,,,,5,5
8/19/2020 18:10,6,0,5,5,6,9,4,7,4,5,3,8,19,8,8.333333333,,,,6,6
8/19/2020 18:11,0,4,0,0,0,4,4,5,0,0,0,4,12,9,7.5,,,,4,4
8/19/2020 18:12,6,7,8,4,8,7,4,3,7,3,6,6,10,6,7.5,,,,13,13
8/19/2020 18:13,0,3,3,4,1,3,3,5,3,3,0,2,4,10,8.333333333,,,,3,3
8/19/2020 18:14,7,4,0,0,2,9,5,4,0,0,2,8,25,35,8.333333333,,,,11,11
8/19/2020 18:15,2,6,3,4,5,6,6,4,2,4,3,5,10,10,16.66666667,,,,8,8
8/19/2020 18:16,2,2,0,0,0,6,7,4,0,0,0,7,20,11,8.333333333,,,,4,4
8/19/2020 18:17,6,2,2,0,2,4,5,7,1,0,1,3,8,8,16.66666667,,,,8,8
8/19/2020 18:18,4,4,6,2,6,4,4,2,6,1,4,3,9,4,16.66666667,,,,8,8
8/19/2020 18:19,0,2,0,0,0,3,4,3,0,0,0,2,7,3,16.66666667,,,,2,2
8/19/2020 18:20,0,6,2,2,3,8,3,6,1,1,1,5,5,6,8.6,,,,6,6
8/19/2020 18:21,9,3,0,0,0,2,1,2,0,0,0,1,3,40,16.66666667,,,,12,12
8/19/2020 18:22,3,10,6,3,7,9,3,4,4,4,4,5,1,6,16.66666667,,,,13,13
8/19/2020 18:23,0,6,0,0,0,7,8,6,0,0,0,5,17,12,16.66666667,,,,6,6
8/19/2020 18:24,4,2,2,1,2,8,6,7,1,0,1,7,13,12,16.66666667,,,,6,6
8/19/2020 18:25,7,3,2,2,2,6,2,8,1,1,1,5,3,19,16.66666667,,,,10,10
8/19/2020 18:26,0,4,0,0,0,3,1,4,0,0,0,2,2,7,16.66666667,,,,4,4
8/19/2020 18:27,4,9,5,2,5,5,6,5,3,1,3,3,8,10,16.66666667,,,,13,13
8/19/2020 18:28,1,1,2,1,0,6,1,2,1,1,0,4,2,3,16.66666667,,,,2,2
8/19/2020 18:29,2,7,0,1,2,8,8,7,0,0,1,6,16,19,16.66666667,,,,9,9
8/19/2020 18:30,2,4,2,1,2,6,1,3,1,1,1,4,3,7,16.66666667,,,,6,6
8/20/2020 16:00,3,1,3,2,4,6,7,3,3,1,2,6,8,1,7.5,,,,4,4
8/20/2020 16:01,0,0,0,0,0,1,4,3,0,0,0,1,20,8,7.5,,,,0,0
8/20/2020 16:02,10,3,4,2,4,3,0,4,3,2,3,2,0,6,7.5,,,,13,13
8/20/2020 16:03,0,0,0,0,1,2,1,0,0,0,0,1,2,0,7.5,,,,0,0
8/20/2020 16:04,3,3,5,5,5,6,4,4,4,4,3,4,23,9,7.5,,,,6,6
8/20/2020 16:05,0,5,0,0,0,0,5,2,0,0,0,0,9,4,7.5,,,,5,5
8/20/2020 16:06,3,6,3,1,3,5,3,4,1,0,1,6,6,10,7.5,,,,9,9
8/20/2020 16:07,0,2,2,1,0,5,0,5,1,1,0,4,0,28,7.5,,,,2,2
8/20/2020 16:08,4,3,0,0,2,6,5,3,0,0,1,4,6,13,7.5,,,,7,7
8/20/2020 16:09,0,9,1,3,2,3,2,2,0,3,1,2,4,4,7.5,,,,9,9
8/20/2020 16:10,6,2,0,0,1,3,5,4,0,0,1,2,7,12,7.5,,,,8,8
8/20/2020 16:11,3,2,3,3,3,13,3,3,2,2,2,10,8,6,7.5,,,,5,5
8/20/2020 16:12,0,1,0,0,0,2,6,3,0,0,0,2,9,8,7.5,,,,1,1
8/20/2020 16:13,3,0,2,1,2,1,4,4,1,1,1,1,19,15,7.5,,,,3,3
8/20/2020 16:14,0,5,0,0,0,2,1,1,0,0,0,2,13,1,7.5,,,,5,5
8/20/2020 16:15,4,4,0,0,0,2,4,0,0,0,0,2,15,0,7.5,,,,8,8
8/20/2020 16:16,0,2,2,2,3,6,5,1,1,1,2,4,10,2,7.5,,,,2,2
8/20/2020 16:17,5,3,0,0,0,3,5,5,0,0,0,4,9,11,7.5,,,,8,8
8/20/2020 16:18,3,3,3,2,3,6,2,2,2,2,2,5,4,8,7.5,,,,6,6
8/20/2020 16:19,1,3,0,0,0,0,6,4,0,0,0,0,16,8,7.5,,,,4,4
8/20/2020 16:20,4,3,1,3,3,9,1,3,1,2,1,7,2,6,7.5,,,,7,7
8/20/2020 16:21,0,1,0,0,0,0,4,4,0,0,0,0,8,7,7.5,,,,1,1
8/20/2020 16:22,2,5,4,4,6,5,3,3,2,3,3,4,9,6,7.5,,,,7,7
8/20/2020 16:23,4,4,1,1,2,1,2,3,1,1,1,0,5,1,7.5,,,,8,8
8/20/2020 16:24,0,0,0,0,0,8,2,5,0,0,0,5,4,7,7.5,,,,0,0
8/20/2020 16:25,6,4,2,2,2,3,4,5,1,1,1,3,5,24,7.5,,,,10,10
8/20/2020 16:26,2,2,3,3,5,5,2,1,1,3,3,3,2,3,7.5,,,,4,4
8/20/2020 16:27,0,2,0,0,0,4,4,6,0,0,0,3,10,7,7.5,,,,2,2
8/20/2020 16:28,6,5,1,1,1,2,3,4,1,0,0,1,11,6,7.5,,,,11,11
8/20/2020 16:29,4,4,4,2,4,5,0,1,3,2,3,5,0,2,7.5,,,,8,8
8/20/2020 16:30,0,7,0,0,0,6,4,6,0,0,0,5,8,6,7.5,,,,7,7
8/20/2020 16:31,7,4,3,1,3,2,3,5,2,1,2,4,6,10,7.5,,,,11,11
8/20/2020 16:32,0,3,0,0,0,6,6,4,0,0,0,4,12,8,7.5,,,,3,3
8/20/2020 16:33,3,5,3,3,4,9,5,3,2,2,3,8,10,4,7.5,,,,8,8
8/20/2020 16:34,5,2,2,1,2,2,5,5,2,1,2,1,10,8,7.5,,,,7,7
8/20/2020 16:35,0,7,0,0,0,9,3,5,0,0,0,7,7,44,8.333333333,,,,7,7
8/20/2020 16:36,7,2,6,4,8,7,2,4,6,5,8,7,4,25,8.333333333,,,,9,9
8/20/2020 16:37,2,4,0,0,0,4,5,4,0,0,0,3,10,8,7.5,,,,6,6
8/20/2020 16:38,9,4,7,2,7,5,3,4,6,1,5,4,5,8,7.5,,,,13,13
8/20/2020 16:39,0,5,0,0,0,4,5,4,0,0,0,4,6,7,7.5,,,,5,5
8/20/2020 16:40,3,4,5,4,5,8,3,5,5,4,4,9,28,8,7.5,,,,7,7
8/20/2020 16:41,0,9,0,0,0,7,5,4,0,0,0,8,12,7,7.5,,,,9,9
8/20/2020 16:42,5,2,2,1,2,3,5,6,2,0,1,2,10,8,7.5,,,,7,7
8/20/2020 16:43,0,7,0,0,0,9,3,4,0,0,0,7,23,19,7.5,,,,7,7
8/20/2020 16:44,7,2,3,2,3,7,5,6,3,1,2,6,27,16,7.5,,,,9,9
8/20/2020 16:45,0,4,2,3,1,5,6,4,1,2,0,4,31,9,7.5,,,,4,4
8/20/2020 16:46,4,1,2,0,3,4,4,3,1,0,2,3,13,9,7.5,,,,5,5
8/20/2020 16:47,3,6,3,1,3,5,5,4,2,0,2,4,5,16,7.5,,,,9,9
8/20/2020 16:48,1,1,0,0,0,3,5,4,0,0,0,2,8,7,7.5,,,,2,2
8/20/2020 16:49,3,2,2,2,4,7,4,3,1,1,2,6,8,7,7.5,,,,5,5
8/20/2020 16:50,0,5,0,0,0,0,5,3,0,0,0,0,8,6,7.5,,,,5,5
8/20/2020 16:51,5,3,3,0,3,2,2,2,2,0,2,1,16,5,7.5,,,,8,8
8/20/2020 16:52,0,5,0,0,0,8,5,4,0,0,0,7,5,12,7.5,,,,5,5
8/20/2020 16:53,7,1,2,3,2,3,5,4,1,2,1,2,13,72,7.5,,,,8,8
8/20/2020 16:54,0,4,4,3,4,8,3,3,3,2,2,6,6,13,7.5,,,,4,4
8/20/2020 16:55,4,3,0,0,0,2,4,4,0,0,0,1,6,18,7.5,,,,7,7
8/20/2020 16:56,0,4,2,2,3,8,3,3,2,1,2,7,5,8,7.5,,,,4,4
8/20/2020 16:57,5,4,1,0,1,4,5,3,1,0,0,5,24,60,7.5,,,,9,9
8/20/2020 16:58,2,7,3,3,3,10,4,5,2,2,2,9,5,5,7.5,,,,9,9
8/20/2020 16:59,0,4,0,0,0,0,3,3,0,0,0,0,34,10,7.5,,,,4,4
8/20/2020 17:00,3,2,1,1,1,10,4,2,1,1,0,8,8,5,7.5,,,,5,5
8/20/2020 17:01,0,5,0,0,0,3,3,4,0,0,0,2,9,7,7.5,,,,5,5
8/20/2020 17:02,4,6,2,1,2,4,5,4,1,0,1,3,7,6,7.5,,,,10,10
8/20/2020 17:03,4,0,3,1,4,6,2,4,2,0,2,4,3,8,7.5,,,,4,4
8/20/2020 17:04,1,7,3,1,4,7,4,4,2,0,2,5,8,8,7.5,,,,8,8
8/20/2020 17:05,10,1,2,3,3,4,4,4,1,2,1,3,5,3,7.5,,,,11,11
8/20/2020 17:06,0,9,0,0,0,7,3,4,0,0,0,6,21,8,7.5,,,,9,9
8/20/2020 17:07,6,2,6,4,6,5,4,1,6,6,7,7,35,2,7.5,,,,8,8
8/20/2020 17:08,0,4,0,0,0,8,5,0,0,0,0,43,14,1,7.5,,,,4,4
8/20/2020 17:09,8,5,3,3,3,9,7,6,2,3,2,13,13,15,11,,,,13,13
8/20/2020 17:10,1,4,4,4,5,9,6,9,3,3,6,9,11,15,12.16666667,,,,5,5
8/20/2020 17:11,4,4,0,0,0,4,7,6,0,0,0,6,10,27,7.5,,,,8,8
8/20/2020 17:12,7,4,4,1,4,4,4,3,3,1,2,3,10,9,7.5,,,,11,11
8/20/2020 17:13,1,6,0,0,0,4,5,4,0,0,0,4,7,6,7.5,,,,7,7
8/20/2020 17:14,3,2,6,3,5,5,4,4,3,2,3,5,9,9,7.5,,,,5,5
8/20/2020 17:15,1,6,0,0,0,8,4,5,0,0,0,7,7,7,7.5,,,,7,7
8/20/2020 17:16,9,2,1,1,2,2,5,3,0,0,1,2,11,8,7.5,,,,11,11
8/20/2020 17:17,1,2,0,0,0,5,6,4,0,0,0,4,9,3,7.5,,,,3,3
8/20/2020 17:18,9,2,6,4,8,7,3,5,5,3,6,4,6,8,7.5,,,,11,11
8/20/2020 17:19,0,7,0,0,0,1,6,5,0,0,0,1,12,34,7.5,,,,7,7
8/20/2020 17:20,7,2,4,5,5,10,3,5,3,4,3,9,44,12,7.5,,,,9,9
8/20/2020 17:21,0,1,0,0,0,4,4,5,0,0,0,4,7,7,7.5,,,,1,1
8/20/2020 17:22,3,5,4,3,4,6,6,5,4,2,3,5,13,9,7.5,,,,8,8
8/20/2020 17:23,0,4,1,1,0,4,3,4,0,0,0,3,6,10,7.5,,,,4,4
8/20/2020 17:24,14,1,2,0,4,3,5,4,2,0,3,3,10,11,7.5,,,,15,15
8/20/2020 17:25,3,12,7,7,7,8,5,4,5,6,5,7,10,14,7.5,,,,15,15
8/20/2020 17:26,0,5,0,0,0,7,4,4,0,0,0,7,27,10,7.5,,,,5,5
8/20/2020 17:27,6,6,3,0,4,6,4,6,1,0,3,13,7,8,7.5,,,,12,12
8/20/2020 17:28,0,4,0,0,0,9,4,5,0,0,0,12,6,10,7.5,,,,4,4
8/20/2020 17:29,4,1,4,3,4,4,4,4,3,4,5,6,12,12,7.5,,,,5,5
8/20/2020 17:30,0,5,0,0,1,4,4,5,0,0,0,8,11,12,7.5,,,,5,5
8/20/2020 17:31,2,2,4,2,0,7,3,3,3,2,0,6,8,7,7.5,,,,4,4
8/20/2020 17:32,0,5,0,0,0,2,6,4,0,0,0,2,15,8,7.5,,,,5,5
8/20/2020 17:33,5,2,2,0,2,2,4,4,1,0,1,1,32,10,7.5,,,,7,7
8/20/2020 17:34,0,8,2,3,0,5,4,7,1,3,0,4,29,8,7.5,,,,8,8
8/20/2020 17:35,6,4,0,0,3,9,3,5,0,0,2,7,7,7,7.5,,,,10,10
8/20/2020 17:36,5,6,3,3,3,7,6,6,3,2,3,6,12,10,7.5,,,,11,11
8/20/2020 17:37,0,1,0,0,1,7,5,3,0,0,1,6,17,5,7.5,,,,1,1
8/20/2020 17:38,3,3,3,2,4,7,6,4,2,2,4,5,13,8,7.5,,,,6,6
8/20/2020 17:39,2,8,0,0,0,1,3,5,0,0,0,0,11,17,7.5,,,,10,10
8/20/2020 17:40,2,4,2,3,4,6,3,5,1,3,2,6,21,10,7.5,,,,6,6
8/20/2020 17:41,2,5,1,0,1,12,4,6,0,0,0,12,37,9,7.5,,,,7,7
8/20/2020 17:42,1,5,3,1,3,5,6,4,2,2,2,6,24,10,7.5,,,,6,6
8/20/2020 17:43,0,5,0,0,0,8,6,9,0,0,0,6,8,16,7.5,,,,5,5
8/20/2020 17:44,8,2,0,1,1,1,4,4,0,0,0,1,15,5,7.5,,,,10,10
8/20/2020 17:45,5,4,4,4,5,7,2,3,3,3,4,5,51,6,7.5,,,,9,9
8/20/2020 17:46,2,3,0,0,1,5,5,5,0,0,0,5,7,7,7.5,,,,5,5
8/20/2020 17:47,5,4,10,4,10,5,5,5,8,4,6,4,13,23,7.5,,,,9,9
8/20/2020 17:48,1,1,3,2,2,8,6,3,2,1,1,8,14,8,7.5,,,,2,2
8/20/2020 17:49,6,6,0,0,1,1,4,4,0,0,0,0,25,10,7.5,,,,12,12
8/20/2020 17:50,7,1,3,4,4,7,4,4,2,3,3,5,8,7,7.5,,,,8,8
8/20/2020 17:51,0,6,0,0,0,6,6,5,0,0,0,4,9,9,7.5,,,,6,6
8/20/2020 17:52,3,5,3,4,4,5,4,4,3,4,3,4,8,6,7.5,,,,8,8
8/20/2020 17:53,0,3,0,0,0,5,3,5,0,0,0,4,7,8,7.5,,,,3,3
8/20/2020 17:54,1,4,4,4,4,8,5,3,2,3,3,5,48,9,7.5,,,,5,5
8/20/2020 17:55,10,2,1,0,1,2,4,4,0,0,0,1,10,12,7.5,,,,12,12
8/20/2020 17:56,0,7,0,0,0,3,1,5,0,0,0,2,3,17,7.5,,,,7,7
8/20/2020 17:57,1,5,4,3,6,11,2,5,3,2,4,10,13,16,7.5,,,,6,6
8/20/2020 17:58,0,0,0,1,0,8,3,6,0,0,0,7,6,10,7.5,,,,0,0
8/20/2020 17:59,0,0,0,0,0,5,4,4,0,0,0,6,7,6,7.5,,,,0,0
8/20/2020 18:00,0,0,2,0,2,3,4,3,1,0,1,1,12,8,7.5,,,,0,0
8/20/2020 18:01,0,0,0,0,0,5,3,6,0,0,0,3,22,10,7.5,,,,0,0
8/20/2020 18:02,0,0,6,2,7,5,6,4,6,1,6,3,15,13,7.5,,,,0,0
8/20/2020 18:03,0,0,0,0,0,4,4,5,0,0,0,3,10,9,7.5,,,,0,0
8/20/2020 18:04,0,0,0,2,2,5,4,3,0,1,1,4,27,11,7.5,,,,0,0
8/20/2020 18:05,0,0,4,3,3,10,3,5,3,5,2,7,7,14,7.5,,,,0,0
8/20/2020 18:06,0,0,0,0,1,4,5,5,0,0,0,7,9,12,7.5,,,,0,0
8/20/2020 18:07,0,0,6,4,8,8,4,4,3,3,5,6,24,11,7.5,,,,0,0
8/20/2020 18:08,0,0,0,0,0,1,5,3,0,0,0,0,9,17,7.5,,,,0,0
8/20/2020 18:09,0,0,4,3,5,5,6,5,3,2,3,4,9,19,7.5,,,,0,0
8/20/2020 18:10,0,0,4,2,2,5,3,1,3,2,1,4,6,1,7.5,,,,0,0
8/20/2020 18:11,0,0,1,0,4,5,6,3,0,0,2,4,10,6,7.5,,,,0,0
8/20/2020 18:12,0,0,3,2,3,5,6,4,2,1,2,3,19,7,7.5,,,,0,0
8/20/2020 18:13,0,0,0,0,0,2,5,6,0,0,0,1,30,18,7.5,,,,0,0
8/20/2020 18:14,0,0,3,3,4,10,3,4,2,2,3,8,5,7,7.5,,,,0,0
8/20/2020 18:15,0,0,0,0,0,1,7,3,0,0,0,5,11,8,7.5,,,,0,0
8/20/2020 18:16,0,0,2,4,4,9,6,5,1,3,4,7,9,8,7.5,,,,0,0
8/20/2020 18:17,0,0,3,2,4,6,5,4,2,1,3,5,10,7,7.5,,,,0,0
8/20/2020 18:18,0,0,0,0,0,6,4,4,0,0,0,5,8,9,7.5,,,,0,0
8/20/2020 18:19,0,0,5,3,5,5,6,4,4,2,3,4,8,6,7.5,,,,0,0
8/20/2020 18:20,0,0,2,0,2,6,5,5,1,0,1,6,22,30,7.5,,,,0,0
8/20/2020 18:21,0,0,0,0,0,4,7,4,0,0,0,6,10,14,7.5,,,,0,0
8/20/2020 18:22,0,0,1,0,1,7,5,5,1,0,0,6,11,10,7.5,,,,0,0
8/20/2020 18:23,0,0,0,0,0,3,4,5,0,0,0,3,8,5,7.5,,,,0,0
8/20/2020 18:24,0,0,0,0,0,2,3,4,0,0,0,5,4,57,7.5,,,,0,0
8/20/2020 18:25,0,0,2,2,0,11,3,5,1,2,0,9,15,18,7.5,,,,0,0
8/20/2020 18:26,0,0,3,0,5,7,3,4,3,0,4,8,7,8,8.333333333,,,,0,0
8/20/2020 18:27,0,0,7,3,5,10,4,6,6,2,7,10,8,9,8.333333333,,,,0,0
8/20/2020 18:28,0,0,0,0,2,2,8,4,0,0,27,2,35,29,8.333333333,,,,0,0
8/20/2020 18:29,0,0,1,0,2,3,5,5,1,0,2,3,10,13,8.333333333,,,,0,0
8/20/2020 18:30,0,0,0,0,0,4,4,4,0,0,0,3,10,22,8.333333333,,,,0,0
8/21/2020 16:00,12,3,0,0,0,6,4,6,0,0,0,5,15,7,7.5,,,,15,15
8/21/2020 16:01,8,0,6,6,7,6,3,3,6,5,8,5,37,4,7.5,,,,8,8
8/21/2020 16:02,0,5,0,0,0,6,5,3,0,0,0,6,10,7,7.5,,,,5,5
8/21/2020 16:03,5,2,3,5,3,9,5,4,4,4,4,9,12,11,7.5,,,,7,7
8/21/2020 16:04,0,3,2,3,2,3,4,6,1,2,1,2,17,11,7.5,,,,3,3
8/21/2020 16:05,6,6,0,0,0,5,5,3,0,0,0,5,8,7,7.5,,,,12,12
8/21/2020 16:06,0,2,4,2,4,5,5,3,3,1,3,3,8,7,7.5,,,,2,2
8/21/2020 16:07,4,1,0,0,0,8,6,9,0,0,0,10,15,5,7.5,,,,5,5
8/21/2020 16:08,2,2,3,3,4,5,3,5,2,3,2,5,8,12,7.5,,,,4,4
8/21/2020 16:09,0,4,1,1,1,1,3,2,0,1,0,0,23,2,7.5,,,,4,4
8/21/2020 16:10,8,2,0,0,0,5,2,5,0,0,0,4,5,11,7.5,,,,10,10
8/21/2020 16:11,0,4,5,4,5,4,2,2,4,3,4,3,3,4,7.5,,,,4,4
8/21/2020 16:12,5,7,0,0,0,5,3,5,0,0,0,4,9,9,7.5,,,,12,12
8/21/2020 16:13,4,2,3,2,3,7,4,3,2,2,2,6,7,7,7.5,,,,6,6
8/21/2020 16:14,3,6,0,0,0,6,5,4,0,0,0,7,13,12,8.333333333,,,,9,9
8/21/2020 16:15,1,1,0,0,0,5,5,4,0,0,0,5,12,8,8.333333333,,,,2,2
8/21/2020 16:16,2,3,2,2,2,5,4,8,1,2,1,4,14,17,8.333333333,,,,5,5
8/21/2020 16:17,0,4,0,0,0,3,3,3,0,0,0,4,16,3,7.5,,,,4,4
8/21/2020 16:18,2,4,1,1,1,5,3,3,0,0,0,7,22,7,7.5,,,,6,6
8/21/2020 16:19,0,6,1,1,0,4,3,5,1,1,0,3,5,5,7.5,,,,6,6
8/21/2020 16:20,4,4,0,0,1,9,6,5,0,0,1,11,14,8,8.333333333,,,,8,8
8/21/2020 16:21,3,6,0,0,0,3,6,4,0,0,0,2,16,4,7.5,,,,9,9
8/21/2020 16:22,0,2,1,1,0,4,4,5,1,1,0,2,8,10,7.5,,,,2,2
8/21/2020 16:23,3,0,0,1,2,4,2,4,0,1,1,3,4,5,7.5,,,,3,3
8/21/2020 16:24,0,3,1,2,2,4,3,3,1,1,1,3,2,4,7.5,,,,3,3
8/21/2020 16:25,3,2,0,0,0,0,1,0,0,0,0,0,2,0,7.5,,,,5,5
8/21/2020 16:26,6,6,2,1,3,3,3,2,2,0,2,2,13,2,7.5,,,,12,12
8/21/2020 16:27,0,2,1,0,1,7,4,2,0,0,0,6,11,6,7.5,,,,2,2
8/21/2020 16:28,6,4,2,3,3,4,6,4,2,3,3,2,53,15,7.5,,,,10,10
8/21/2020 16:29,0,2,3,3,4,6,4,2,2,2,2,5,9,53,7.5,,,,2,2
8/21/2020 16:30,3,3,0,0,0,2,4,4,0,0,0,2,9,10,8.333333333,,,,6,6
8/21/2020 16:31,0,2,2,2,2,2,2,4,1,1,1,1,5,8,7.5,,,,2,2
8/21/2020 16:32,7,5,0,0,1,5,1,4,0,0,0,3,2,8,7.5,,,,12,12
8/21/2020 16:33,6,4,5,2,6,5,3,3,4,2,4,4,15,4,7.5,,,,10,10
8/21/2020 16:34,0,3,0,0,0,6,5,4,0,0,0,5,10,29,7.5,,,,3,3
8/21/2020 16:35,3,2,3,3,3,5,4,5,3,3,2,4,9,7,7.5,,,,5,5
8/21/2020 16:36,0,4,0,0,0,2,6,8,0,0,0,1,15,15,8.333333333,,,,4,4
8/21/2020 16:37,3,6,1,2,2,5,7,5,1,1,1,5,15,10,13.33333333,,,,9,9
8/21/2020 16:38,2,2,0,0,0,5,2,5,0,0,0,4,3,18,13.33333333,,,,4,4
8/21/2020 16:39,7,4,3,2,4,3,3,4,2,2,2,2,7,8,8.333333333,,,,11,11
8/21/2020 16:40,0,4,2,2,1,7,2,3,1,2,0,7,4,3,7.5,,,,4,4
8/21/2020 16:41,9,0,2,2,1,3,4,4,1,2,0,2,6,7,7.5,,,,9,9
8/21/2020 16:42,0,3,5,4,6,6,4,5,4,5,4,7,6,12,7.5,,,,3,3
8/21/2020 16:43,7,1,0,0,0,0,4,5,0,0,0,0,6,9,7.5,,,,8,8
8/21/2020 16:44,0,5,4,3,4,6,3,4,3,3,3,6,6,5,7.5,,,,5,5
8/21/2020 16:45,5,3,0,0,0,4,4,6,0,0,0,2,7,9,7.5,,,,8,8
8/21/2020 16:46,2,0,2,3,2,4,5,4,1,3,1,3,6,7,7.5,,,,2,2
8/21/2020 16:47,0,2,0,0,0,3,1,3,0,0,0,2,1,5,7.5,,,,2,2
8/21/2020 16:48,4,5,0,1,2,2,2,1,0,1,1,1,4,1,7.5,,,,9,9
8/21/2020 16:49,1,4,0,0,0,0,3,0,0,0,0,0,6,0,7.5,,,,5,5
8/21/2020 16:50,5,2,0,0,0,1,3,1,0,0,0,0,8,2,7.5,,,,7,7
8/21/2020 16:51,5,6,4,2,0,8,5,4,4,2,0,7,10,20,7.5,,,,11,11
8/21/2020 16:52,0,3,1,4,1,6,5,3,2,4,2,4,31,6,7.5,,,,3,3
8/21/2020 16:53,8,5,0,0,1,3,6,5,0,0,1,4,11,7,7.5,,,,13,13
8/21/2020 16:54,0,5,5,3,5,9,6,6,4,3,4,10,24,10,7.5,,,,5,5
8/21/2020 16:55,2,4,0,0,0,2,3,4,0,0,0,2,4,10,7.5,,,,6,6
8/21/2020 16:56,3,7,2,0,3,5,4,4,2,0,3,4,18,9,7.5,,,,10,10
8/21/2020 16:57,0,4,2,0,1,4,4,4,1,0,0,3,10,8,7.5,,,,4,4
8/21/2020 16:58,4,4,1,0,1,5,5,6,0,0,0,3,9,12,20,,,,8,8
8/21/2020 16:59,0,6,6,0,4,2,1,1,4,0,2,1,1,3,7.5,,,,6,6
8/21/2020 17:00,0,2,0,0,0,2,4,4,0,0,0,1,10,4,7.5,,,,2,2
8/21/2020 17:01,3,2,0,0,0,6,1,3,0,0,0,8,0,6,7.5,,,,5,5
8/21/2020 17:02,0,3,0,0,0,3,4,2,0,0,0,3,5,10,8.333333333,,,,3,3
8/21/2020 17:03,3,1,2,1,3,4,3,3,1,1,1,2,23,7,7.5,,,,4,4
8/21/2020 17:04,0,2,2,1,3,1,1,3,1,0,1,0,0,7,7.5,,,,2,2
8/21/2020 17:05,9,4,0,0,0,3,2,3,0,0,0,2,4,5,7.5,,,,13,13
8/21/2020 17:06,3,4,5,4,6,5,2,1,4,3,4,4,5,2,7.5,,,,7,7
